route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,direction_name,wheelchair_accessible
916,Weekday,5749__201076_Timetable_-_2026-02,Pickering Parkway Terminal,1,201076_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
319,Weekday,574__201035_Timetable_-_2026-02,Taunton,0,201035_Timetable_-_2026-02,100.0.1980069561_Timetable_-_2026-02,Northbound,1
916,Weekday,5750__201021_Timetable_-_2026-02,Pickering Parkway Terminal,1,201021_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5751__201001_Timetable_-_2026-02,Pickering Parkway Terminal,1,201001_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5752__201029_Timetable_-_2026-02,Pickering Parkway Terminal,1,201029_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5753__201077_Timetable_-_2026-02,Pickering Parkway Terminal,1,201077_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5754__201026_Timetable_-_2026-02,Pickering Parkway Terminal,1,201026_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5755__201005_Timetable_-_2026-02,Pickering Parkway Terminal,1,201005_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5756__201075_Timetable_-_2026-02,Pickering Parkway Terminal,1,201075_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5757__201074_Timetable_-_2026-02,Pickering Parkway Terminal,1,201074_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5758__201003_Timetable_-_2026-02,Pickering Parkway Terminal,1,201003_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
916,Weekday,5759__201072_Timetable_-_2026-02,Pickering Parkway Terminal,1,201072_Timetable_-_2026-02,100.0.2515573554_Timetable_-_2026-02,Westbound,1
319,Weekday,575__201031_Timetable_-_2026-02,Taunton,0,201031_Timetable_-_2026-02,100.0.1980069561_Timetable_-_2026-02,Northbound,1
